.Vial.Label.	Species.Code	Predator.Species.Name	Seamap.Cruise..	Station..	Capture.Date	Content	Weight..g.	Plate.Name	Cleaned?	Extraction.Well.Location	384.PCR.Plate	384.PCR.Well.Location	Ext.Cnt.	Dilution.Plate	Dilution.Well.Location	Primer.Plate.Format	Primer.Plate	Primer.Well.Location	#	Notes	Band	Primer.Dimer	Smear	Non.Specific.Product	Primer.Plate.Format.2	Primer.Plate.2	Primer.Plate	Primer.Well.Location2	Band	Primer.Dimer	Smear	Non.Specific.Product	Well.Clogging	Big.Pool	Gel.Cnt.	Gel.Notes	Final.Nucleic.Acid.Conc...ng.ul.	Final.Volume	Target.ng	Reads.80	Reads.90	Reads.80.l	Reads.90.l	Concatenated.Scoring	Reads
1520-C	Chip.2	Coryphaena hippurus				Misc.	0.05	R2G7S1	Yes	G4	SFG 022	P7		R2G7S1D	G4	96	2	G4	31		2	2	0	0	96	#6 (96)	6	G4	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1520-D	Chip.2	Coryphaena hippurus				Misc.	0.07	R2G7S1	Yes	H4	SFG 022	P8		R2G7S1D	H4	96	2	H4	32		2	2	0	0	96	#6 (96)	6	H4	2	0	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1520-E	Chip.2	Coryphaena hippurus				Misc.	0.04	R2G7S1	Yes	A5	SFG 022	M9		R2G7S1D	A5	96	2	A5	33		2	2	0	0	96	#6 (96)	6	A5	2	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1520-F	Chip.2	Coryphaena hippurus				Misc.	0.03	R2G7S1	Yes	B5	SFG 022	M10		R2G7S1D	B5	96	2	B5	34		0	1	0	0	96	#6 (96)	6	B5	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1520-G	Chip.2	Coryphaena hippurus				Misc.	0.05	R2G7S1	Yes	C5	SFG 022	N9		R2G7S1D	C5	96	2	C5	35		2	2	2	0	96	#6 (96)	6	C5	2	1	1	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1520-H	Chip.2	Coryphaena hippurus				Scales	<.01	R2G7S1	Yes	D5	SFG 022	N10		R2G7S1D	D5	96	2	D5	36	V/small	1	1	2	0	96	#6 (96)	6	D5	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1520-I	Chip.2	Coryphaena hippurus				Misc.	0.02	R2G7S1	Yes	E5	SFG 022	O9		R2G7S1D	E5	96	2	E5	37		0	1	1	0	96	#6 (96)	6	E5	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1527-A	Ebip.4	Elagatis bipinnulata				Misc.	0.04	R2G7S1	Yes	F5	SFG 022	O10		R2G7S1D	F5	96	2	F5	38		2	2	0	0	96	#6 (96)	6	F5	2	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1527-B	Ebip.4	Elagatis bipinnulata				Misc.	0.04	R2G7S1	Yes	G5	SFG 022	P9		R2G7S1D	G5	96	2	G5	39		0	2	1	0	96	#6 (96)	6	G5	1	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1527-C	Ebip.4	Elagatis bipinnulata				Misc.	0.05	R2G7S1	Yes	H5	SFG 022	P10		R2G7S1D	H5	96	2	H5	40		0	2	1	0	96	#6 (96)	6	H5	1	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1527-D	Ebip.4	Elagatis bipinnulata				Misc.	0.08	R2G7S1	Yes	A6	SFG 022	M11		R2G7S1D	A6	96	2	A6	41		0	1	0	0	96	#6 (96)	6	A6	0	0	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1527-E	Ebip.4	Elagatis bipinnulata				Misc.	0.06	R2G7S1	Yes	B6	SFG 022	M12		R2G7S1D	B6	96	2	B6	42		0	1	0	0	96	#6 (96)	6	B6	0	0	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1527-F	Ebip.4	Elagatis bipinnulata				Misc.	0.02	R2G7S1	Yes	C6	SFG 022	N11		R2G7S1D	C6	96	2	C6	43		0	1	0	0	96	#6 (96)	6	C6	2	0	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1527-G	Ebip.4	Elagatis bipinnulata				Misc.	0.05	R2G7S1	Yes	D6	SFG 022	N12		R2G7S1D	D6	96	2	D6	44		0	1	0	0	96	#6 (96)	6	D6	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1527-I	Ebip.4	Elagatis bipinnulata				Misc.	0.04	R2G7S1	Yes	E6	SFG 022	O11		R2G7S1D	E6	96	2	E6	45		0	1	1	0	96	#6 (96)	6	E6	0	0	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1527-J	Ebip.4	Elagatis bipinnulata				Misc.	0.05	R2G7S1	Yes	F6	SFG 022	O12		R2G7S1D	F6	96	2	F6	46		0	2	2	0	96	#6 (96)	6	F6	1	1	1	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1527-K	Ebip.4	Elagatis bipinnulata				Misc.	0.07	R2G7S1	Yes	G6	SFG 022	P11		R2G7S1D	G6	96	2	G6	47		1	2	1	0	96	#6 (96)	6	G6	1	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1527-L	Ebip.4	Elagatis bipinnulata				Misc.	0.03	R2G7S1	Yes	H6	SFG 022	P12		R2G7S1D	H6	96	2	H6	48		2	2	0	0	96	#6 (96)	6	H6	2	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1527-M	Ebip.4	Elagatis bipinnulata				Misc.	<.01	R2G7S1	Yes	A7	SFG 022	M13		R2G7S1D	A7	96	2	A7	49	V/small	0	1	0	0	96	#6 (96)	6	A7	0	0	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1527-N	Ebip.4	Elagatis bipinnulata				Misc.	0.06	R2G7S1	Yes	B7	SFG 022	M14		R2G7S1D	B7	96	2	B7	50		0	1	2	0	96	#6 (96)	6	B7	0	1	1	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1527-O	Ebip.4	Elagatis bipinnulata				Misc.	0.07	R2G7S1	Yes	C7	SFG 022	N13		R2G7S1D	C7	96	2	C7	51		0	1	2	0	96	#6 (96)	6	C7	1	0	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1527-P	Ebip.4	Elagatis bipinnulata				Misc.	0.06	R2G7S1	Yes	D7	SFG 022	N14		R2G7S1D	D7	96	2	D7	52		0	1	0	0	96	#6 (96)	6	D7	0	0	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1527-Q	Ebip.4	Elagatis bipinnulata				Misc.	0.04	R2G7S1	Yes	E7	SFG 022	O13		R2G7S1D	E7	96	2	E7	53		1	1	2	0	96	#6 (96)	6	E7	1	1	1	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1532-A	Lgris.4	Lutjanus griseus				Misc.	~75 mL	R2G7S1	Yes	F7	SFG 022	O14		R2G7S1D	F7	96	2	F7	54	liquid	0	2	0	0	96	#6 (96)	6	F7	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1532-B	Lgris.4	Lutjanus griseus				Crust.	0.07	R2G7S1	Yes	G7	SFG 022	P13		R2G7S1D	G7	96	2	G7	55		0	1	0	0	96	#6 (96)	6	G7	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1532-C	Lgris.4	Lutjanus griseus				Misc.	0.06	R2G7S1	Yes	H7	SFG 022	P14		R2G7S1D	H7	96	2	H7	56		0	1	0	0	96	#6 (96)	6	H7	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1532-D	Lgris.4	Lutjanus griseus				Misc.	0.08	R2G7S1	Yes	A8	SFG 022	M15		R2G7S1D	A8	96	2	A8	57		0	1	0	0	96	#6 (96)	6	A8	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1532-E	Lgris.4	Lutjanus griseus				Misc.	0.05	R2G7S1	Yes	B8	SFG 022	M16		R2G7S1D	B8	96	2	B8	58		0	1	0	0	96	#6 (96)	6	B8	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1532-F	Lgris.4	Lutjanus griseus				Misc.	0.05	R2G7S1	Yes	C8	SFG 022	N15		R2G7S1D	C8	96	2	C8	59		0	1	0	0	96	#6 (96)	6	C8	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1532-G	Lgris.4	Lutjanus griseus				Misc.	0.05	R2G7S1	Yes	D8	SFG 022	N16		R2G7S1D	D8	96	2	D8	60		0	1	0	0	96	#6 (96)	6	D8	0	0	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1532-H	Lgris.4	Lutjanus griseus				Misc.	0.06	R2G7S1	Yes	E8	SFG 022	O15		R2G7S1D	E8	96	2	E8	61		0	2	0	0	96	#6 (96)	6	E8	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1532-I	Lgris.4	Lutjanus griseus				Misc.	0.03	R2G7S1	Yes	F8	SFG 022	O16		R2G7S1D	F8	96	2	F8	62		0	1	1	0	96	#6 (96)	6	F8	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1532-J	Lgris.4	Lutjanus griseus				Misc.	0.04	R2G7S1	Yes	G8	SFG 022	P15		R2G7S1D	G8	96	2	G8	63		0	1	1	0	96	#6 (96)	6	G8	0	0	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1532-K	Lgris.4	Lutjanus griseus				Vert.	0.06	R2G7S1	Yes	H8	SFG 022	P16		R2G7S1D	H8	96	2	H8	64		1	1	0	0	96	#6 (96)	6	H8	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1532-L	Lgris.4	Lutjanus griseus				Vert.	0.03	R2G7S1	Yes	A9	SFG 022	M17		R2G7S1D	A9	96	2	A9	65		1	1	2	0	96	#6 (96)	6	A9	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1532-M	Lgris.4	Lutjanus griseus				Vert.	0.07	R2G7S1	Yes	B9	SFG 022	M18		R2G7S1D	B9	96	2	B9	66		0	1	0	0	96	#6 (96)	6	B9	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1532-N	Lgris.4	Lutjanus griseus				Misc.	0.05	R2G7S1	Yes	C9	SFG 022	N17		R2G7S1D	C9	96	2	C9	67		0	1	1	0	96	#6 (96)	6	C9	0	0	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1532-O	Lgris.4	Lutjanus griseus				Misc.	<.01	R2G7S1	Yes	D9	SFG 022	N18 		R2G7S1D	D9	96	2	D9	68	V/small	0	1	0	0	96	#6 (96)	6	D9	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1532-P	Lgris.4	Lutjanus griseus				Misc.	<.01	R2G7S1	Yes	E9	SFG 022	O17		R2G7S1D	E9	96	2	E9	69	V/small	0	1	1	0	96	#6 (96)	6	E9	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1532-Q	Lgris.4	Lutjanus griseus				Misc.	0.03	R2G7S1	Yes	F9	SFG 022	O18		R2G7S1D	F9	96	2	F9	70		0	1	0	0	96	#6 (96)	6	F9	0	0	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1532-R	Lgris.4	Lutjanus griseus				Misc.	0.07	R2G7S1	Yes	G9	SFG 022	P17		R2G7S1D	G9	96	2	G9	71		0	1	0	0	96	#6 (96)	6	G9	0	0	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1532-S	Lgris.4	Lutjanus griseus				Squid	0.07	R2G7S1	Yes	H9	SFG 022	P18		R2G7S1D	H9	96	2	H9	72		0	1	0	0	96	#6 (96)	6	H9	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1534-A	Ebip.1	Elagatis bipinnulata				Misc.	0.03	R2G7S1	Yes	A10	SFG 022	M19		R2G7S1D	A10	96	2	A10	73		0	1	2	0	96	#6 (96)	6	A10	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1534-B	Ebip.1	Elagatis bipinnulata				Misc.	0.06	R2G7S1	Yes	B10	SFG 022	M20		R2G7S1D	B10	96	2	B10	74		0	1	0	0	96	#6 (96)	6	B10	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1534-C	Ebip.1	Elagatis bipinnulata				Misc.	0.04	R2G7S1	Yes	C10	SFG 022	N19		R2G7S1D	C10	96	2	C10	75		0	1	1	0	96	#6 (96)	6	C10	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1534-D	Ebip.1	Elagatis bipinnulata				Misc.	0.03	R2G7S1	Yes	D10	SFG 022	N20		R2G7S1D	D10	96	2	D10	76		0	1	1	0	96	#6 (96)	6	D10	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1534-E	Ebip.1	Elagatis bipinnulata				Misc.	0.03	R2G7S1	Yes	E10	SFG 022	O19		R2G7S1D	E10	96	2	E10	77		1	1	1	0	96	#6 (96)	6	E10	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1534-F	Ebip.1	Elagatis bipinnulata				Misc.	0.05	R2G7S1	Yes	F10	SFG 022	O20		R2G7S1D	F10	96	2	F10	78		0	1	0	0	96	#6 (96)	6	F10	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1534-G	Ebip.1	Elagatis bipinnulata				Misc.	0.06	R2G7S1	Yes	G10	SFG 022	P19		R2G7S1D	G10	96	2	G10	79		0	1	2	0	96	#6 (96)	6	G10	0	0	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1534-H	Ebip.1	Elagatis bipinnulata				Misc.	0.05	R2G7S1	Yes	H10	SFG 022	P20		R2G7S1D	H10	96	2	H10	80	no rinse	0	1	0	0	96	#6 (96)	6	H10	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1534-I	Ebip.1	Elagatis bipinnulata				Misc.	0.04	R2G7S1	Yes	A11	SFG 022	M21		R2G7S1D	A11	96	2	A11	81		0	1	1	0	96	#6 (96)	6	A11	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1534-J	Ebip.1	Elagatis bipinnulata				Crust.	0.02	R2G7S1	Yes	B11	SFG 022	M22		R2G7S1D	B11	96	2	B11	82		0	1	0	0	96	#6 (96)	6	B11	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1534-K	Ebip.1	Elagatis bipinnulata				hermit crab	0.04	R2G7S1	Yes	C11	SFG 022	N21		R2G7S1D	C11	96	2	C11	83		0	1	1	0	96	#6 (96)	6	C11	1	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1534-L	Ebip.1	Elagatis bipinnulata				hermit crab	0.06	R2G7S1	Yes	D11	SFG 022	N22		R2G7S1D	D11	96	2	D11	84		0	1	0	0	96	#6 (96)	6	D11	0	0	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1534-M	Ebip.1	Elagatis bipinnulata				Crust.	0.02	R2G7S1	Yes	E11	SFG 022	O21		R2G7S1D	E11	96	2	E11	85		0	1	2	0	96	#6 (96)	6	E11	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1534-N	Ebip.1	Elagatis bipinnulata				Crust.	0.01	R2G7S1	Yes	F11	SFG 022	O22		R2G7S1D	F11	96	2	F11	86		0	1	2	0	96	#6 (96)	6	F11	2	0	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1534-O	Ebip.1	Elagatis bipinnulata				Misc.	0.02	R2G7S1	Yes	G11	SFG 022	P21		R2G7S1D	G11	96	2	G11	87		0	2	2	0	96	#6 (96)	6	G11	1	0	2	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1534-P	Ebip.1	Elagatis bipinnulata				Scales	0.04	R2G7S1	Yes	H11	SFG 022	P22		R2G7S1D	H11	96	2	H11	88		0	0	0	0	96	#6 (96)	6	H11	0	2	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1534-Q	Ebip.1	Elagatis bipinnulata				Fish	0.02	R2G7S1	Yes	A12	SFG 022	M23		R2G7S1D	A12	96	2	A12	89		0	0	0	0	96	#6 (96)	6	A12	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1534-R	Ebip.1	Elagatis bipinnulata				Misc.	0.05	R2G7S1	Yes	B12	SFG 022	M24		R2G7S1D	B12	96	2	B12	90		0	1	0	0	96	#6 (96)	6	B12	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1534-S	Ebip.1	Elagatis bipinnulata				Misc.	0.01	R2G7S1	Yes	C12	SFG 022	N23		R2G7S1D	C12	96	2	C12	91		0	1	0	0	96	#6 (96)	6	C12	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1534-T	Ebip.1	Elagatis bipinnulata				Misc.	0.02	R2G7S1	Yes	D12	SFG 022	N24		R2G7S1D	D12	96	2	D12	92		0	1	0	0	96	#6 (96)	6	D12	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1534-U	Ebip.1	Elagatis bipinnulata				Misc.	0.01	R2G7S1	Yes	E12	SFG 022	O23		R2G7S1D	E12	96	2	E12	93	small sample	0	1	0	0	96	#6 (96)	6	E12	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1536-A	Ebip.3	Elagatis bipinnulata				Fish	0.05	R2G7S1	Yes	F12	SFG 022	O24		R2G7S1D	F12	96	2	F12	94		0	1	0	0	96	#6 (96)	6	F12	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1536-B	Ebip.3	Elagatis bipinnulata				Misc.	0.08	R2G7S1	Yes	G12	SFG 022	P23		R2G7S1D	G12	96	2	G12	95		0	1	0	0	96	#6 (96)	6	G12	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1536-C	Ebip.3	Elagatis bipinnulata				Misc.	0.01	R2G7S1	Yes	H12	SFG 022	P24		R2G7S1D	H12	96	2	H12	96		0	1	0	0	96	#6 (96)	6	H12	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1536-D	Ebip.3	Elagatis bipinnulata				Crust.	0.03	R2G7S2	Yes	A1	SFG 019	A1		R2G7S2D	A1				1		2	1	1	0	384	#3 (384)	3	A1	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1536-E	Ebip.3	Elagatis bipinnulata				Crust.	0.01	R2G7S2	Yes	B1	SFG 019	A2		R2G7S2D	B1				2		2	1	1	0	384	#3 (384)	3	A2	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1536-F	Ebip.3	Elagatis bipinnulata				Misc.	0.04	R2G7S2	Yes	C1	SFG 019	B1		R2G7S2D	C1				3		2	2	2	0	384	#3 (384)	3	B1	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1536-G	Ebip.3	Elagatis bipinnulata				Crust.	0.04	R2G7S2	Yes	D1	SFG 019	B2		R2G7S2D	D1				4		2	1	2	1	384	#3 (384)	3	B2	0	1	1	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1536-H	Ebip.3	Elagatis bipinnulata				Crust.	0.01	R2G7S2	Yes	E1	SFG 019	C1		R2G7S2D	E1				5		2	2	2	0	384	#3 (384)	3	C1	2	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1536-I	Ebip.3	Elagatis bipinnulata				Crust.	0.01	R2G7S2	Yes	F1	SFG 019	C2		R2G7S2D	F1				6		2	2	0	0	384	#3 (384)	3	C2	0	0	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1536-J	Ebip.3	Elagatis bipinnulata				Misc.	0.04	R2G7S2	Yes	G1	SFG 019	D1		R2G7S2D	G1				7		0	0	0	0	384	#3 (384)	3	D1	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1536-K	Ebip.3	Elagatis bipinnulata				Misc.	0.05	R2G7S2	Yes	H1	SFG 019	D2		R2G7S2D	H1				8		0	0	2	0	384	#3 (384)	3	D2	0	0	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1536-L	Ebip.3	Elagatis bipinnulata				Misc.	0.06	R2G7S2	Yes	A2	SFG 019	A3		R2G7S2D	A2				9		0	1	1	0	384	#3 (384)	3	A3	1	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1536-M	Ebip.3	Elagatis bipinnulata				Misc.	0.05	R2G7S2	Yes	B2	SFG 019	A4		R2G7S2D	B2				10		0	1	1	0	384	#3 (384)	3	A4	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1536-N	Ebip.3	Elagatis bipinnulata				Misc.	0.04	R2G7S2	Yes	C2	SFG 019	B3		R2G7S2D	C2				11		1	1	2	0	384	#3 (384)	3	B3	0	1	1	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1536-O	Ebip.3	Elagatis bipinnulata				Misc.	0.04	R2G7S2	Yes	D2	SFG 019	B4		R2G7S2D	D2				12		0	0	1	0	384	#3 (384)	3	B4	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1536-P	Ebip.3	Elagatis bipinnulata				Misc.	0.04	R2G7S2	Yes	E2	SFG 019	C3		R2G7S2D	E2				13		0	1	0	0	384	#3 (384)	3	C3	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1536-Q	Ebip.3	Elagatis bipinnulata				Crust.	0.01	R2G7S2	Yes	F2	SFG 019	C4		R2G7S2D	F2				14		2	0	2	1	384	#3 (384)	3	C4	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1536-R	Ebip.3	Elagatis bipinnulata				Misc.	0.04	R2G7S2	Yes	G2	SFG 019	D3		R2G7S2D	G2				15		2	2	2	0	384	#3 (384)	3	D3	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1536-S	Ebip.3	Elagatis bipinnulata				Misc.	0.04	R2G7S2	Yes	H2	SFG 019	D4		R2G7S2D	H2				16		1	1	1	0	384	#3 (384)	3	D4	0	1	1	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1536-T	Ebip.3	Elagatis bipinnulata				Vert.	0.03	R2G7S2	Yes	A3	SFG 019	A5		R2G7S2D	A3				17		1	1	2	0	384	#3 (384)	3	A5	1	1	1	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1536-U	Ebip.3	Elagatis bipinnulata				Vert.	0.03	R2G7S2	Yes	B3	SFG 019	A6		R2G7S2D	B3				18		2	2	2	0	384	#3 (384)	3	A6	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1536-V	Ebip.3	Elagatis bipinnulata				Vert.	0.03	R2G7S2	Yes	C3	SFG 019	B5		R2G7S2D	C3				19		0	0	0	0	384	#3 (384)	3	B5	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1536-W	Ebip.3	Elagatis bipinnulata				Vert.	0.04	R2G7S2	Yes	D3	SFG 019	B6		R2G7S2D	D3				20		0	1	1	0	384	#3 (384)	3	B6	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1536-X	Ebip.3	Elagatis bipinnulata				Misc.	0.03	R2G7S2	Yes	E3	SFG 019	C5		R2G7S2D	E3				21		0	1	2	0	384	#3 (384)	3	C5	1	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1536-Y	Ebip.3	Elagatis bipinnulata				Misc.	0.04	R2G7S2	Yes	F3	SFG 019	C6		R2G7S2D	F3				22		0	1	1	1	384	#3 (384)	3	C6	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1536-Z	Ebip.3	Elagatis bipinnulata				Fish	0.02	R2G7S2	Yes	G3	SFG 019	D5		R2G7S2D	G3				23		0	0	1	0	384	#3 (384)	3	D5	0	1	1	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1538-A	Ebip.5	Elagatis bipinnulata				Misc.	0.02	R2G7S2	Yes	H3	SFG 019	D6		R2G7S2D	H3				24		2	2	1	0	384	#3 (384)	3	D6	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1538-B	Ebip.5	Elagatis bipinnulata				Misc.	0.05	R2G7S2	Yes	A4	SFG 019	A7		R2G7S2D	A4				25		2	2	1	0	384	#3 (384)	3	A7	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1538-C	Ebip.5	Elagatis bipinnulata				Misc.	0.06	R2G7S2	Yes	B4	SFG 019	A8		R2G7S2D	B4				26		0	0	1	0	384	#3 (384)	3	A8	1	1	0	1	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
